1;arms_factory;2946.00;11.57;1370.00;2.54;0
1;arms_factory;2946.00;11.57;1370.00;3.74;0
1;arms_factory;2952.00;10.65;1363.00;0.48;0
1;arms_factory;2951.00;11.65;1366.00;3.14;0
1;arms_factory;2949.00;13.13;1365.00;5.81;0
1;arms_factory;2951.00;10.73;1357.00;2.54;0
1;industrial_complex;2945.00;9.63;1359.00;5.21;0
1;industrial_complex;2948.00;10.10;1372.00;1.59;0
1;industrial_complex;2948.00;10.10;1372.00;4.25;0
1;industrial_complex;2947.00;10.82;1371.00;0.99;0
1;industrial_complex;2952.00;11.00;1365.00;3.66;0
1;industrial_complex;2952.00;11.00;1365.00;0.04;0
1;air_base;2945.00;11.70;1366.00;2.70;0
1;naval_base;2953.00;9.50;1377.00;-3.00;5555
1;naval_base;2952.00;10.13;1359.00;-0.79;5579
1;naval_base;2942.00;9.63;1367.00;-1.19;5579
1;bunker;2952.00;9.90;1372.00;2.61;0
1;bunker;2948.00;11.60;1361.00;2.71;0
1;bunker;2945.00;10.55;1363.00;0.55;0
1;coastal_bunker;2953.00;9.50;1378.00;-3.00;0
1;coastal_bunker;2948.00;9.50;1352.00;-0.79;0
1;coastal_bunker;2942.00;9.78;1365.00;-1.19;0
1;dockyard;2952.00;9.50;1379.00;-3.00;0
1;anti_air_building;2946.00;9.80;1359.00;0.20;0
1;anti_air_building;2945.00;10.30;1362.00;3.22;0
1;anti_air_building;2946.00;10.70;1362.00;5.88;0
1;synthetic_refinery;2947.00;9.53;1353.00;2.26;0
1;fuel_silo;2952.00;11.00;1365.00;0.11;0
1;radar_station;2948.00;13.38;1365.00;3.30;0
1;rocket_site;2946.00;12.65;1366.00;5.79;0
1;nuclear_reactor;2946.00;12.65;1366.00;0.71;0
2;arms_factory;3021.00;10.50;1352.00;0.48;0
2;arms_factory;2995.00;10.28;1369.00;3.14;0
2;arms_factory;3006.00;9.70;1354.00;5.81;0
2;arms_factory;2996.00;9.70;1362.00;2.54;0
2;arms_factory;3013.00;9.57;1349.00;5.21;0
2;arms_factory;3020.00;12.30;1361.00;1.59;0
2;industrial_complex;3001.00;10.05;1366.00;4.25;0
2;industrial_complex;3009.00;12.18;1368.00;0.99;0
2;industrial_complex;3003.00;9.93;1361.00;3.66;0
2;industrial_complex;2997.00;11.05;1373.00;0.04;0
2;industrial_complex;3009.00;10.30;1355.00;2.70;0
2;industrial_complex;2995.00;9.53;1361.00;5.72;0
2;air_base;3014.00;10.38;1352.00;0.64;0
2;naval_base;2993.00;9.50;1362.00;-0.93;5656
2;naval_base;3009.00;9.50;1348.00;-0.90;5656
2;naval_base;3004.00;9.50;1352.00;-0.46;5656
2;naval_base;2990.00;9.50;1364.00;-0.90;5579
2;naval_base;3022.00;9.50;1346.00;0.17;1452
2;bunker;3007.00;10.32;1357.00;4.77;0
2;bunker;2993.00;9.80;1367.00;1.16;0
2;bunker;2999.00;10.30;1368.00;5.28;0
2;bunker;3012.00;10.68;1354.00;0.20;0
2;bunker;3007.00;10.98;1366.00;3.22;0
2;bunker;3013.00;12.25;1362.00;5.88;0
2;bunker;3016.00;11.00;1355.00;2.26;0
2;coastal_bunker;2993.00;9.50;1361.00;-0.93;0
2;coastal_bunker;3016.00;9.50;1348.00;0.32;0
2;coastal_bunker;3002.00;9.50;1353.00;-0.46;0
2;coastal_bunker;2988.00;9.50;1366.00;-0.90;0
2;coastal_bunker;3022.00;9.50;1347.00;0.17;0
2;dockyard;3002.00;9.50;1353.00;-0.46;0
2;anti_air_building;3002.00;9.68;1355.00;2.78;0
2;anti_air_building;3011.00;11.70;1364.00;5.44;0
2;anti_air_building;3016.00;9.65;1349.00;2.17;0
2;synthetic_refinery;3010.00;11.48;1362.00;3.38;0
2;fuel_silo;3008.00;11.07;1364.00;1.22;0
2;radar_station;3006.00;10.45;1362.00;5.01;0
2;rocket_site;3005.00;10.18;1361.00;5.45;0
2;nuclear_reactor;2999.00;9.85;1363.00;3.29;0
3;arms_factory;2909.00;10.18;1453.00;5.81;0
3;arms_factory;2916.00;10.53;1460.00;2.54;0
3;arms_factory;2907.00;9.85;1449.00;5.21;0
3;arms_factory;2918.00;12.45;1442.00;1.59;0
3;arms_factory;2909.00;10.13;1450.00;4.25;0
3;arms_factory;2913.00;10.82;1449.00;0.99;0
3;industrial_complex;2915.00;10.00;1446.00;3.66;0
3;industrial_complex;2920.00;13.32;1449.00;0.04;0
3;industrial_complex;2911.00;10.45;1452.00;2.70;0
3;industrial_complex;2915.00;10.98;1442.00;5.72;0
3;industrial_complex;2910.00;10.20;1453.00;0.64;0
3;industrial_complex;2918.00;13.32;1441.00;4.76;0
3;air_base;2908.00;9.85;1449.00;2.61;0
3;bunker;2918.00;12.45;1442.00;2.71;0
3;bunker;2904.00;10.07;1448.00;0.55;0
3;bunker;2911.00;10.45;1452.00;3.21;0
3;bunker;2916.00;11.30;1442.00;4.77;0
3;bunker;2923.00;11.18;1459.00;1.16;0
3;anti_air_building;2912.00;10.60;1452.00;5.28;0
3;anti_air_building;2916.00;11.30;1442.00;0.20;0
3;anti_air_building;2908.00;9.50;1448.00;3.22;0
3;synthetic_refinery;2918.00;10.40;1460.00;5.88;0
3;fuel_silo;2909.00;9.90;1449.00;2.26;0
3;radar_station;2912.00;10.68;1450.00;0.72;0
3;rocket_site;2921.00;15.35;1438.00;1.67;0
3;nuclear_reactor;2915.00;11.10;1449.00;5.79;0
4;arms_factory;3056.00;12.40;1477.00;5.21;0
4;arms_factory;3048.00;11.03;1459.00;1.59;0
4;arms_factory;3046.00;12.93;1452.00;4.25;0
4;arms_factory;3048.00;13.88;1467.00;0.99;0
4;arms_factory;3047.00;12.05;1450.00;3.66;0
4;arms_factory;3062.00;10.70;1486.00;0.04;0
4;industrial_complex;3071.00;10.00;1474.00;2.70;0
4;industrial_complex;3051.00;14.30;1478.00;5.72;0
4;industrial_complex;3056.00;11.90;1470.00;0.64;0
4;industrial_complex;3047.00;13.78;1476.00;4.76;0
4;industrial_complex;3060.00;11.90;1483.00;2.61;0
4;industrial_complex;3071.00;9.70;1479.00;2.71;0
4;air_base;3055.00;10.50;1463.00;0.55;0
4;bunker;3061.00;10.30;1462.00;3.21;0
4;bunker;3054.00;13.20;1477.00;4.77;0
4;bunker;3064.00;10.43;1474.00;1.16;0
4;bunker;3064.00;9.85;1490.00;5.28;0
4;bunker;3047.00;12.43;1456.00;0.20;0
4;bunker;3055.00;10.50;1463.00;3.22;0
4;bunker;3054.00;10.20;1451.00;5.88;0
4;bunker;3053.00;10.43;1491.00;2.26;0
4;bunker;3058.00;12.28;1483.00;0.11;0
4;bunker;3050.00;13.75;1479.00;1.67;0
4;bunker;3042.00;13.45;1454.00;5.79;0
4;bunker;3066.00;10.25;1482.00;0.71;0
4;bunker;3045.00;13.45;1470.00;4.83;0
4;anti_air_building;3066.00;10.30;1483.00;0.11;0
4;anti_air_building;3053.00;12.93;1470.00;2.78;0
4;anti_air_building;3042.00;13.10;1461.00;5.44;0
4;synthetic_refinery;3057.00;12.48;1483.00;2.17;0
4;fuel_silo;3068.00;9.78;1479.00;3.38;0
4;radar_station;3055.00;13.25;1473.00;3.54;0
4;rocket_site;3058.00;10.28;1462.00;5.34;0
4;nuclear_reactor;3056.00;12.53;1479.00;5.45;0
5;arms_factory;3150.00;10.18;1599.00;4.25;0
5;arms_factory;3108.00;9.65;1604.00;0.99;0
5;arms_factory;3147.00;9.80;1604.00;3.66;0
5;arms_factory;3156.00;10.20;1597.00;0.04;0
5;arms_factory;3136.00;10.20;1601.00;2.70;0
5;arms_factory;3137.00;10.35;1593.00;5.72;0
5;industrial_complex;3118.00;9.68;1608.00;0.64;0
5;industrial_complex;3110.00;9.75;1602.00;4.76;0
5;industrial_complex;3115.00;9.80;1599.00;2.61;0
5;industrial_complex;3147.00;9.90;1597.00;2.71;0
5;industrial_complex;3125.00;9.80;1602.00;0.55;0
5;industrial_complex;3142.00;10.40;1592.00;3.21;0
5;air_base;3121.00;9.85;1589.00;4.77;0
5;naval_base;3114.00;9.50;1609.00;-2.21;2309
5;naval_base;3108.00;9.57;1606.00;-3.61;2309
5;bunker;3142.00;9.80;1603.00;0.20;0
5;bunker;3137.00;10.20;1600.00;3.22;0
5;bunker;3116.00;9.90;1594.00;5.88;0
5;bunker;3153.00;9.80;1605.00;2.26;0
5;bunker;3130.00;9.80;1589.00;0.11;0
5;bunker;3144.00;10.25;1595.00;1.67;0
5;bunker;3127.00;9.80;1605.00;5.79;0
5;bunker;3109.00;9.68;1605.00;0.71;0
5;bunker;3115.00;9.75;1604.00;4.83;0
5;bunker;3113.00;9.82;1596.00;0.11;0
5;bunker;3154.00;10.20;1598.00;2.78;0
5;coastal_bunker;3114.00;9.60;1608.00;-2.21;0
5;coastal_bunker;3109.00;9.57;1606.00;-3.61;0
5;dockyard;3108.00;9.57;1606.00;-3.61;0
5;anti_air_building;3134.00;10.40;1598.00;1.22;0
5;anti_air_building;3134.00;9.95;1591.00;5.34;0
5;anti_air_building;3120.00;9.80;1605.00;5.45;0
5;synthetic_refinery;3131.00;10.20;1593.00;3.29;0
5;fuel_silo;3115.00;9.88;1596.00;5.95;0
5;radar_station;3130.00;10.38;1599.00;3.84;0
5;rocket_site;3125.00;9.85;1599.00;3.89;0
5;nuclear_reactor;3122.00;9.85;1596.00;1.73;0
6;arms_factory;2887.00;9.70;1537.00;3.66;0
6;arms_factory;2866.00;10.07;1536.00;0.04;0
6;arms_factory;2860.00;9.80;1532.00;2.70;0
6;arms_factory;2875.00;9.60;1544.00;5.72;0
6;arms_factory;2869.00;9.73;1536.00;0.64;0
6;arms_factory;2882.00;9.70;1543.00;4.76;0
6;industrial_complex;2850.00;9.68;1536.00;2.61;0
6;industrial_complex;2893.00;10.23;1539.00;2.71;0
6;industrial_complex;2875.00;9.70;1539.00;0.55;0
6;industrial_complex;2885.00;9.85;1540.00;3.21;0
6;industrial_complex;2865.00;10.28;1538.00;4.77;0
6;industrial_complex;2861.00;10.20;1534.00;1.16;0
6;air_base;2878.00;9.70;1540.00;5.28;0
6;naval_base;2853.00;9.55;1542.00;-2.16;8621
6;naval_base;2851.00;9.50;1542.00;-2.68;8621
6;naval_base;2870.00;9.53;1544.00;-2.55;8621
6;bunker;2879.00;9.70;1540.00;2.26;0
